16.992169,257.840568,35.371107,130.666302
16.446147,255.176467,35.104092,130.569494
16.32379,259.518842,35.486277,113.024706
16.224315,255.190305,35.104092,113.009928
18.436011,271.754124,36.007817,119.581162
23.092331,291.890742,35.799479,131.819914
28.300882,345.132497,36.355511,203.377308
27.337619,331.037431,25.825838,245.779862
23.200114,318.186289,21.029971,272.258969
20.012306,277.154875,20.300092,216.316797
16.776214,232.530373,20.256206,171.485023
16.791759,228.240083,19.525418,167.857899
16.544346,232.52047,19.713934,167.130961
16.032233,227.440277,19.431159,148.24984
15.835835,230.147434,19.211224,148.290254
17.146282,228.221062,19.619676,148.11214
25.426636,289.949687,22.057307,179.567599
37.08531,365.073197,35.486277,220.873722
39.3664,369.399256,35.104092,282.633903
38.508349,340.680088,35.486277,286.583114
38.166451,344.999682,35.104092,307.237562
32.852774,316.256084,35.486277,279.197658
26.175925,296.147677,35.104092,225.996681
20.537481,267.396887,35.486277,161.544917
17.090806,309.343381,40.464924,119.21111
16.689953,305.023266,40.847109,111.717258
16.635331,309.38253,41.160311,103.7514
16.617503,305.050768,41.542496,103.742144
18.819172,321.617066,41.334158,110.336211
23.335021,366.643828,44.222912,137.962597
28.632612,430.870772,44.952791,235.841202
27.937866,520.981021,57.043583,282.149631
25.220301,1050.551772,121.995431,234.019785
21.945837,1012.605361,113.64686,205.96714
18.749674,963.331841,111.720266,157.416281
18.632291,963.166572,113.64686,158.173682
18.147362,913.327268,113.102511,157.565061
17.777967,963.020048,115.252354,147.643102
17.576046,962.991342,111.720266,147.67924
18.879433,962.967127,111.720266,147.733853
27.2178,1020.426749,117.07749,179.451617
37.386427,950.373746,118.469243,228.022509
39.452275,751.125422,80.97097,282.063154
38.536475,726.687812,78.402178,289.695454
38.160163,577.26964,62.319682,315.23673
32.76323,552.832461,61.035287,291.686312
25.988869,349.356775,41.6166,225.083291
20.280566,299.992016,38.936184,156.95493
16.772453,287.769819,38.936184,119.224082
16.306034,287.769819,38.936184,111.757142
16.124198,287.769819,38.936184,103.811599
16.045173,287.769819,38.936184,103.790218
18.143532,299.992016,38.936184,111.018461
22.6377,351.179204,41.6166,138.675579
27.751968,428.365067,44.952791,236.660022
27.013837,517.943471,57.043583,283.083142
24.47751,1048.631758,121.995431,234.63113
21.444876,1011.849306,113.64686,205.943268
18.250009,962.890989,111.720266,156.870252
18.211345,962.851374,113.64686,157.581507
17.83637,913.039571,113.102522,156.863306
17.525285,962.849549,115.265382,147.160158
17.334386,962.826053,111.720266,147.191973
18.695414,962.838336,111.720266,147.178424
27.068915,1020.315425,117.124752,178.910018
37.23758,950.213591,118.601614,227.484118
39.305475,750.895848,80.97097,281.538692
38.362902,726.459663,78.402178,288.686879
37.942351,577.028171,62.319682,314.058969
32.558665,552.660945,61.035287,290.539058
25.793687,349.356775,41.6166,224.216547
19.946853,299.992016,38.936184,156.102307
16.376961,287.769819,38.936184,118.440402
15.918214,287.769819,38.936184,110.951262
15.658232,287.769819,38.936184,103.012088
15.544315,287.769819,38.936184,102.996131
17.640067,299.992017,38.936184,109.571847
22.206608,349.358186,41.6166,137.320038
27.463533,428.033391,44.952791,235.346239
26.806718,517.795137,57.043583,281.436581
24.382949,1048.658988,122.000741,233.119423
21.5431,1011.945668,113.64686,205.325014
18.560022,963.030909,111.720266,156.653028
18.650927,963.011876,113.64686,157.293704
18.341319,913.192128,113.107617,156.605966
18.087554,962.997084,115.283705,146.919465
17.96675,962.98108,111.720266,146.947932
19.326797,962.978695,111.720266,146.96312
27.573276,1020.41534,117.127055,178.705067
37.563864,950.295204,118.605053,227.300054
39.526793,750.972161,80.97097,281.35482
38.54672,726.530797,78.402178,288.954572
38.102137,577.042437,62.319682,314.289108
32.65264,552.604839,61.035287,290.719897
25.798808,349.356776,41.6166,224.146782
20.054024,299.992017,38.936184,156.021272
16.490092,287.76982,38.936184,118.378535
15.960513,287.76982,38.936184,110.923507
15.703325,287.76982,38.936184,102.981295
15.582255,287.76982,38.936184,102.967112
17.654729,299.992018,38.936184,109.55794
22.118641,349.358186,41.6166,137.187946
27.325614,427.80341,44.952791,235.101171
26.697239,517.647976,57.043583,281.162718
24.357583,1048.608445,122.009928,233.058871
21.284629,1022.541865,113.64686,205.404325
18.286033,995.396513,111.720266,156.905639
18.45357,996.101523,113.64686,157.634491
18.12278,946.829165,113.12751,157.019722
17.825128,997.444912,115.307124,147.442609
17.698879,997.143357,111.720266,147.43175
19.040573,1016.819647,111.720266,147.479273
27.225407,1083.796753,117.151544,179.22186
37.274337,1013.101701,118.629223,227.748781
39.319699,813.050985,80.97097,281.673638
38.345766,788.056568,78.402178,289.215021
37.867714,638.5334,62.319682,314.575826
32.410453,614.08385,61.035287,291.007468
25.545308,349.356777,41.6166,224.31219
19.766354,299.992018,38.936184,156.071013
16.239822,287.76982,38.936184,118.460777
15.784042,287.76982,38.936184,111.000878
15.567597,287.76982,38.936184,103.058917
15.624982,287.76982,38.936184,103.013709
17.824331,299.992018,38.936184,110.215121
22.15285,349.358187,41.6166,137.900931
27.189772,427.607655,44.952791,235.905421
27.33638,525.995604,59.510916,285.027411
23.954994,1065.272215,122.03337,233.882731
21.090078,1011.742326,113.64686,205.429276
18.076798,962.826044,111.720266,156.762552
18.079326,1004.199079,113.652297,157.691712
17.632368,978.018596,113.189199,157.646292
17.33238,1029.593124,115.377146,148.281462
17.202788,1029.995816,111.773375,148.37958
18.578169,1030.870113,111.783753,148.509074
26.01127,1078.086789,114.76407,177.148957
37.083028,1013.176062,118.698812,227.954217
39.159612,811.61465,80.97097,281.672003
38.179478,786.881729,78.402178,288.714773
37.726648,576.87301,62.319682,314.043317
32.260001,552.447094,61.035287,290.574881
25.3656,349.356777,41.6166,224.288464
