Hourly Dry Bulb (deg C),Hourly Wet Bulb (deg C),Hourly Direct Normal Irradiance (W/m2),Hourly Diffuse Horizontal Irradiance (W/m2),Hourly Global Horizontal Irradiance (W/m2),Hourly Albedo,Hourly Wind Speed (m/s),Hourly Ground Temp (deg C),Hourly Mains Water Temp (deg C)
17.775,13.89581067,764,84,501,0.14,11.2,20.327,21.88995352
16.875,13.14579174,648,62,298,0.14,10,20.327,21.88995352
15.975,12.41138674,399,39,107,0.14,8.8,20.327,21.88995352
15.25,11.8769365,35,10,14,0.14,9,20.327,21.88995352
14.70833333,11.43810858,0,0,0,0.14,9.1,20.327,21.88995352
14.15,10.99917854,0,0,0,0.14,9.3,20.327,21.88995352
13.55,10.62340423,0,0,0,0.14,7.9,20.327,21.88995352
13.00833333,10.33509593,0,0,0,0.14,6.6,20.327,21.88995352
12.45,10.02227826,0,0,0,0.14,5.2,20.327,21.89753511
12.43333333,9.917062417,0,0,0,0.14,4.5,20.327,21.89753511
12.775,9.989195087,0,0,0,0.14,3.8,20.327,21.89753511
13.13333333,10.05090638,0,0,0,0.14,3.1,20.327,21.89753511
13.53333333,10.15838197,0,0,0,0.14,5,20.327,21.89753511
13.875,10.31179502,162,23,38,0.14,6.9,20.327,21.89753511
14.23333333,10.45688855,550,50,193,0.14,8.8,20.327,21.89753511
14.63333333,10.78062024,727,73,400,0.14,8.3,20.327,21.89753511
15.03333333,11.24241184,818,93,603,0.14,7.7,20.327,21.89753511
15.43333333,11.70681513,869,107,776,0.14,7.2,20.327,21.89753511
16.00833333,12.06069239,898,117,905,0.14,7.4,20.327,21.89753511
16.76666667,12.36884697,913,122,981,0.14,7.5,20.327,21.89753511
17.50833333,12.64017673,914,123,995,0.14,7.7,20.327,21.89753511
17.68333333,12.70694315,907,120,951,0.14,7.7,20.327,21.89753511
17.48333333,12.58754573,884,113,849,0.14,7.7,20.327,21.89753511
17.28333333,12.48806013,844,101,697,0.14,7.7,20.327,21.89753511
16.79166667,12.25833377,778,84,508,0.14,7.2,20.327,21.89753511
16.03333333,11.90475884,656,63,300,0.14,6.7,20.327,21.89753511
15.29166667,11.5297021,400,39,107,0.14,6.2,20.327,21.89753511
14.65,11.18236576,32,10,13,0.14,5.7,20.327,21.89753511
14.10833333,10.97495515,0,0,0,0.14,5.1,20.327,21.89753511
13.55,10.72342206,0,0,0,0.14,4.6,20.327,21.89753511
13.18333333,10.47582242,0,0,0,0.14,3.6,20.327,21.89753511
13.04166667,10.34671601,0,0,0,0.14,2.5,20.327,21.89753511
12.88333333,10.20241343,0,0,0,0.14,1.5,20.327,21.90454687
12.45,9.978419124,0,0,0,0.14,1.9,20.327,21.90454687
11.90833333,9.713001425,0,0,0,0.14,2.2,20.327,21.90454687
11.35,9.436680363,0,0,0,0.14,2.6,20.327,21.90454687
11.625,9.591335883,0,0,0,0.14,1.7,20.327,21.90454687
12.58333333,10.14924494,156,23,39,0.14,0.9,20.327,21.90454687
13.525,10.64767488,540,51,190,0.14,0,20.327,21.90454687
14.775,11.47465879,722,74,397,0.14,1,20.327,21.90454687
16.21666667,12.53707439,815,94,601,0.14,2.1,20.327,21.90454687
17.675,13.58994554,868,109,776,0.14,3.1,20.327,21.90454687
19.46666667,14.60027601,899,119,907,0.14,3.8,20.327,21.90454687
21.525,15.52391479,914,124,982,0.14,4.5,20.327,21.90454687
23.56666667,16.29670461,917,125,999,0.14,5.2,20.327,21.90454687
23.75833333,16.33468916,911,122,957,0.14,6.4,20.327,21.90454687
22.65833333,15.99693272,890,115,854,0.14,7.6,20.327,21.90454687
21.55833333,15.58988649,849,103,700,0.14,8.8,20.327,21.90454687
20.34166667,14.98323094,769,88,506,0.14,7.8,20.327,21.90454687
19.04166667,14.34229022,582,69,279,0.14,6.7,20.327,21.90454687
17.74166667,13.63739929,324,44,98,0.14,5.7,20.327,21.90454687
16.79166667,13.15498974,22,7,9,0.14,5,20.327,21.90454687
16.03333333,12.88420929,0,0,0,0.14,4.3,20.327,21.90454687
15.29166667,12.58638305,0,0,0,0.14,3.6,20.327,21.90454687
14.76666667,12.29996702,0,0,0,0.14,4.1,20.327,21.90454687
14.425,12.08853369,0,0,0,0.14,4.7,20.327,21.90454687
14.06666667,11.85881136,0,0,0,0.14,5.2,20.327,21.91098671
13.9,11.74621903,0,0,0,0.14,4.7,20.327,21.91098671
13.9,11.74621903,0,0,0,0.14,4.1,20.327,21.91098671
13.9,11.74621903,0,0,0,0.14,3.6,20.327,21.91098671
14.01666667,11.85494936,0,0,0,0.14,3.4,20.327,21.91098671
14.15833333,11.98749387,51,21,26,0.14,3.3,20.327,21.91098671
14.31666667,12.13542253,268,77,146,0.14,3.1,20.327,21.91098671
15.15833333,12.60778409,385,130,302,0.14,3.6,20.327,21.91098671
16.45833333,13.24353555,499,139,448,0.14,4.1,20.327,21.91098671
17.75833333,13.82073103,785,119,721,0.14,4.6,20.327,21.91098671
18.94166667,14.38352178,840,122,856,0.14,5.6,20.327,21.91098671
20.1,15.06883345,809,146,905,0.14,6.7,20.327,21.91098671
21.24166667,15.6892859,844,122,925,0.14,7.7,20.327,21.91098671
21.35,15.68820639,831,117,877,0.14,8.1,20.327,21.91098671
20.80833333,15.44920773,855,124,833,0.14,8.4,20.327,21.91098671
20.25,15.16483467,813,111,682,0.14,8.8,20.327,21.91098671
19.35833333,14.75554157,730,92,487,0.14,9,20.327,21.91098671
18.25833333,14.22268624,614,68,288,0.14,9.1,20.327,21.91098671
17.15833333,13.67284004,352,41,99,0.14,9.3,20.327,21.91098671
16.23333333,13.22986446,22,9,12,0.14,7.9,20.327,21.91098671
15.49166667,12.81906325,0,0,0,0.14,6.6,20.327,21.91098671
14.73333333,12.39456425,0,0,0,0.14,5.2,20.327,21.91098671
14.16666667,12.1172009,0,0,0,0.14,5,20.327,21.91098671
13.825,11.9396044,0,0,0,0.14,4.8,20.327,21.91098671
13.46666667,11.75863385,0,0,0,0.14,4.6,20.327,21.91685273
13.06666667,11.5180056,0,0,0,0.14,4.6,20.327,21.91685273
12.725,11.28891663,0,0,0,0.14,4.6,20.327,21.91685273
12.36666667,11.0413321,0,0,0,0.14,4.6,20.327,21.91685273
12.31666667,11.03268676,0,0,0,0.14,3.9,20.327,21.91685273
12.51666667,11.22432142,17,21,23,0.14,3.3,20.327,21.91685273
12.71666667,11.41594988,7,64,66,0.14,2.6,20.327,21.91685273
13.79166667,12.09630731,307,179,315,0.14,3.6,20.327,21.91685273
15.43333333,13.01410381,647,143,543,0.14,4.7,20.327,21.91685273
17.09166667,13.86427109,857,111,766,0.14,5.7,20.327,21.91685273
18.44166667,14.49813287,888,120,897,0.14,6,20.327,21.91685273
19.54166667,14.88193729,900,126,970,0.14,6.4,20.327,21.91685273
20.64166667,15.23553356,902,127,984,0.14,6.7,20.327,21.91685273
20.69166667,15.28976249,899,124,945,0.14,7.9,20.327,21.91685273
19.93333333,14.96725511,876,116,842,0.14,9.1,20.327,21.91685273
19.19166667,14.66161081,840,104,693,0.14,10.3,20.327,21.91685273
18.14166667,14.18641451,768,86,501,0.14,9.4,20.327,21.91685273
16.84166667,13.50019151,603,59,274,0.14,8.6,20.327,21.91685273
15.54166667,12.76796315,340,40,96,0.14,7.7,20.327,21.91685273
14.59166667,12.25847174,20,8,10,0.14,7,20.327,21.91685273
13.83333333,11.80081624,0,0,0,0.14,6.4,20.327,21.91685273
13.09166667,11.36042465,0,0,0,0.14,5.7,20.327,21.91685273
12.8,11.20619556,0,0,0,0.14,5.5,20.327,21.91685273
12.8,11.20591568,0,0,0,0.14,5.4,20.327,21.91685273
12.8,11.20591568,0,0,0,0.14,5.2,20.327,21.9221432
12.68333333,11.1507485,0,0,0,0.14,5,20.327,21.9221432
12.48333333,11.05544014,0,0,0,0.14,4.8,20.327,21.9221432
12.28333333,10.95882204,0,0,0,0.14,4.6,20.327,21.9221432
12.60833333,11.14227022,0,0,0,0.14,3.9,20.327,21.9221432
13.36666667,11.62785601,184,20,38,0.14,3.3,20.327,21.9221432
14.10833333,12.06646697,581,43,189,0.14,2.6,20.327,21.9221432
15.275,12.77558384,742,63,391,0.14,2.9,20.327,21.9221432
16.775,13.64047053,839,80,598,0.14,3.3,20.327,21.9221432
18.275,14.46727264,882,93,766,0.14,3.6,20.327,21.9221432
19.65833333,15.10748064,918,101,903,0.14,4.5,20.327,21.9221432
20.95833333,15.63695754,932,106,979,0.14,5.3,20.327,21.9221432
22.25833333,16.07744732,934,107,994,0.14,6.2,20.327,21.9221432
22.275,16.0430149,926,104,950,0.14,7.2,20.327,21.9221432
21.31666667,15.58875473,908,98,850,0.14,8.3,20.327,21.9221432
20.375,15.14663048,871,88,697,0.14,9.3,20.327,21.9221432
18.89166667,14.48511897,810,73,509,0.14,9.5,20.327,21.9221432
17.05,13.65198074,689,54,298,0.14,9.6,20.327,21.9221432
15.19166667,12.67587225,436,34,104,0.14,9.8,20.327,21.9221432
14.10833333,12.11555829,40,8,12,0.14,8.3,20.327,21.9221432
13.55,11.83307881,0,0,0,0.14,6.7,20.327,21.9221432
13.00833333,11.57115546,0,0,0,0.14,5.2,20.327,21.9221432
12.68333333,11.38072619,0,0,0,0.14,4.7,20.327,21.9221432
12.48333333,11.18909727,0,0,0,0.14,4.1,20.327,21.9221432
12.28333333,10.99746437,0,0,0,0.14,3.6,20.327,21.92685655
12.08333333,10.85981162,0,0,0,0.14,3.6,20.327,21.92685655
11.94166667,10.86993813,0,0,0,0.14,3.6,20.327,21.92685655
11.78333333,10.84686492,0,0,0,0.14,3.6,20.327,21.92685655
12.225,11.20494317,0,0,0,0.14,2.7,20.327,21.92685655
13.125,11.88352752,12,21,22,0.14,1.9,20.327,21.92685655
14.025,12.54951652,5,88,89,0.14,1,20.327,21.92685655
15.15833333,13.23914213,115,170,221,0.14,1.9,20.327,21.92685655
16.45833333,13.97832217,599,146,515,0.14,2.7,20.327,21.92685655
17.75833333,14.64881494,787,136,736,0.14,3.6,20.327,21.92685655
19.175,15.39214029,837,149,878,0.14,3.9,20.327,21.92685655
20.675,16.12609429,760,166,877,0.14,4.3,20.327,21.92685655
22.175,16.81715461,801,160,920,0.14,4.6,20.327,21.92685655
22.04166667,16.7153374,785,164,879,0.14,6.3,20.327,21.92685655
20.74166667,15.92650091,799,154,814,0.14,8.1,20.327,21.92685655
19.44166667,15.12914028,748,137,660,0.14,9.8,20.327,21.92685655
18.025,14.31964013,681,113,478,0.14,9.5,20.327,21.92685655
16.525,13.50340337,493,79,253,0.14,9.1,20.327,21.92685655
15.025,12.6115646,232,46,83,0.14,8.8,20.327,21.92685655
14.10833333,12.11427358,8,5,6,0.14,7.9,20.327,21.92685655
13.55,11.83205829,0,0,0,0.14,7.1,20.327,21.92685655
13.00833333,11.57055511,0,0,0,0.14,6.2,20.327,21.92685655
12.8,11.49195783,0,0,0,0.14,5.3,20.327,21.92685655
12.8,11.49195783,0,0,0,0.14,4.5,20.327,21.92685655
12.8,11.49227987,0,0,0,0.14,3.6,20.327,21.93099139
12.8,11.49250629,0,0,0,0.14,3.3,20.327,21.93099139
12.8,11.49250629,0,0,0,0.14,2.9,20.327,21.93099139
12.8,11.49250629,0,0,0,0.14,2.6,20.327,21.93099139
13.20833333,11.77017946,0,0,0,0.14,2.2,20.327,21.93099139
13.96666667,12.35269395,20,20,22,0.14,1.9,20.327,21.93099139
14.70833333,12.89423484,254,74,137,0.14,1.5,20.327,21.93099139
15.875,13.65438631,473,120,327,0.14,1.9,20.327,21.93099139
17.31666667,14.47822958,579,163,518,0.14,2.2,20.327,21.93099139
18.775,15.28195051,696,191,721,0.14,2.6,20.327,21.93099139
19.925,15.8082075,731,214,849,0.14,4,20.327,21.93099139
20.88333333,16.19990116,721,203,876,0.14,5.3,20.327,21.93099139
21.825,16.51893528,701,224,887,0.14,6.7,20.327,21.93099139
21.675,16.23807691,689,221,848,0.14,7.6,20.327,21.93099139
20.71666667,15.63453155,674,224,779,0.14,8.4,20.327,21.93099139
19.775,15.01052132,513,245,602,0.14,9.3,20.327,21.93099139
19.10833333,14.56139262,515,154,430,0.14,8.1,20.327,21.93099139
18.55,14.12771296,394,101,239,0.14,6.9,20.327,21.93099139
18.00833333,13.72785906,140,54,76,0.14,5.7,20.327,21.93099139
17.15833333,13.44894837,1,7,7,0.14,5.7,20.327,21.93099139
16,13.09257609,0,0,0,0.14,5.7,20.327,21.93099139
14.85833333,12.68720571,0,0,0,0.14,5.7,20.327,21.93099139
14.16666667,12.35823468,0,0,0,0.14,5.2,20.327,21.93099139
13.825,12.07758716,0,0,0,0.14,4.6,20.327,21.93099139
13.46666667,11.79638243,0,0,0,0.14,4.1,20.327,21.93454648
13.3,11.67911516,0,0,0,0.14,4.5,20.327,21.93454648
13.3,11.67883534,0,0,0,0.14,4.8,20.327,21.93454648
13.3,11.67883534,0,0,0,0.14,5.2,20.327,21.93454648
13.53333333,11.84233418,0,0,0,0.14,5.4,20.327,21.93454648
13.875,12.12454874,6,23,24,0.14,5.5,20.327,21.93454648
14.23333333,12.40422903,37,94,103,0.14,5.7,20.327,21.93454648
14.75,12.66638932,55,128,152,0.14,5.7,20.327,21.93454648
15.29166667,12.85391903,279,252,422,0.14,5.7,20.327,21.93454648
15.85,13.04238797,64,230,279,0.14,5.7,20.327,21.93454648
16.45,13.31865812,41,282,318,0.14,7.2,20.327,21.93454648
16.99166667,13.50911432,332,396,706,0.14,8.8,20.327,21.93454648
17.55,13.72158986,687,212,862,0.14,10.3,20.327,21.93454648
17.68333333,13.81021131,635,256,832,0.14,10.3,20.327,21.93454648
17.48333333,13.75161318,789,137,787,0.14,10.3,20.327,21.93454648
17.28333333,13.69127968,758,96,622,0.14,10.3,20.327,21.93454648
16.675,13.39617241,645,108,452,0.14,10,20.327,21.93454648
15.71666667,12.92695848,220,110,186,0.14,9.6,20.327,21.93454648
14.775,12.42686964,257,48,87,0.14,9.3,20.327,21.93454648
14.16666667,12.1113014,13,5,7,0.14,8.6,20.327,21.93454648
13.825,11.93459734,0,0,0,0.14,7.9,20.327,21.93454648
13.46666667,11.75477387,0,0,0,0.14,7.2,20.327,21.93454648
13.18333333,11.62531448,0,0,0,0.14,6.3,20.327,21.93454648
13.04166667,11.58730937,0,0,0,0.14,5.5,20.327,21.93454648
12.88333333,11.53235472,0,0,0,0.14,4.6,20.327,21.93752077
12.8,11.49250629,0,0,0,0.14,4.1,20.327,21.93752077
12.8,11.49250629,0,0,0,0.14,3.6,20.327,21.93752077
12.8,11.4928264,0,0,0,0.14,3.1,20.327,21.93752077
13.09166667,11.60283415,0,0,0,0.14,2.6,20.327,21.93752077
13.65,11.89520516,1,17,18,0.14,2,20.327,21.93752077
14.19166667,12.14380029,2,50,50,0.14,1.5,20.327,21.93752077
15.275,12.77457938,107,182,228,0.14,1.9,20.327,21.93752077
16.775,13.63924941,447,213,486,0.14,2.2,20.327,21.93752077
18.275,14.46582686,573,257,691,0.14,2.6,20.327,21.93752077
19.54166667,15.0815371,665,223,799,0.14,3.8,20.327,21.93752077
20.64166667,15.50344374,573,278,812,0.14,5,20.327,21.93752077
21.74166667,15.87769559,680,253,895,0.14,6.2,20.327,21.93752077
21.96666667,15.99489883,712,232,878,0.14,7.2,20.327,21.93752077
21.625,15.99390973,622,244,756,0.14,8.3,20.327,21.93752077
21.26666667,15.97051724,542,191,567,0.14,9.3,20.327,21.93752077
20.225,15.57755661,470,163,413,0.14,8.8,20.327,21.93752077
18.78333333,14.87604703,319,106,217,0.14,8.2,20.327,21.93752077
17.325,14.11774862,82,47,60,0.14,7.7,20.327,21.93752077
16.46666667,13.70846898,0,3,3,0.14,6.9,20.327,21.93752077
16.125,13.55153769,0,0,0,0.14,6,20.327,21.93752077
15.76666667,13.39313808,0,0,0,0.14,5.2,20.327,21.93752077
15.48333333,13.15747102,0,0,0,0.14,3.5,20.327,21.93752077
15.28333333,12.86465247,0,0,0,0.14,1.7,20.327,21.93752077
15.08333333,12.57281646,0,0,0,0.14,0,20.327,21.93991339
14.88333333,12.40576293,0,0,0,0.14,1,20.327,21.93991339
14.68333333,12.3261322,0,0,0,0.14,2.1,20.327,21.93991339
14.48333333,12.24474802,0,0,0,0.14,3.1,20.327,21.93991339
14.75,12.4138859,0,0,0,0.14,4,20.327,21.93991339
15.29166667,12.70196724,14,24,25,0.14,4.8,20.327,21.93991339
15.85,12.99665006,286,77,146,0.14,5.7,20.327,21.93991339
16.625,13.41087314,354,152,305,0.14,5.7,20.327,21.93991339
17.58333333,13.92168466,655,150,548,0.14,5.7,20.327,21.93991339
18.525,14.39261487,572,168,600,0.14,5.7,20.327,21.93991339
19.425,14.80000728,731,174,807,0.14,5.9,20.327,21.93991339
20.38333333,15.30780711,650,218,821,0.14,6,20.327,21.93991339
21.325,15.75419937,813,186,953,0.14,6.2,20.327,21.93991339
21.35,15.6820264,797,181,903,0.14,6.4,20.327,21.93991339
20.80833333,15.44330981,641,228,753,0.14,6.5,20.327,21.93991339
20.25,15.15918206,676,154,622,0.14,6.7,20.327,21.93991339
19.475,14.85214499,635,119,456,0.14,5.7,20.327,21.93991339
18.51666667,14.4464673,473,88,250,0.14,4.6,20.327,21.93991339
17.575,14.04294631,191,47,76,0.14,3.6,20.327,21.93991339
16.90833333,13.70641791,2,5,6,0.14,3.6,20.327,21.93991339
16.35,13.24799389,0,0,0,0.14,3.6,20.327,21.93991339
15.80833333,12.82178367,0,0,0,0.14,3.6,20.327,21.93991339
15.71666667,12.78507222,0,0,0,0.14,3.9,20.327,21.93991339
15.85833333,12.9141202,0,0,0,0.14,4.3,20.327,21.93991339
16.01666667,13.05835123,0,0,0,0.14,4.6,20.327,21.94172363
15.98333333,13.0927213,0,0,0,0.14,4.8,20.327,21.94172363
15.84166667,13.0736665,0,0,0,0.14,5,20.327,21.94172363
15.68333333,13.03779574,0,0,0,0.14,5.2,20.327,21.94172363
15.6,13.00648095,0,0,0,0.14,4.3,20.327,21.94172363
15.6,13.00648095,1,18,18,0.14,3.5,20.327,21.94172363
15.6,13.00708733,3,56,56,0.14,2.6,20.327,21.94172363
15.89166667,13.21215251,1,149,149,0.14,3.5,20.327,21.94172363
16.45,13.67909877,7,214,218,0.14,4.3,20.327,21.94172363
16.99166667,14.10971059,0,292,292,0.14,5.2,20.327,21.94172363
17.55,14.36783631,1,317,318,0.14,5.5,20.327,21.94172363
18.09166667,14.57066705,1,398,399,0.14,5.9,20.327,21.94172363
18.65,14.75423694,2,398,400,0.14,6.2,20.327,21.94172363
19.13333333,14.95336618,44,349,389,0.14,6.7,20.327,21.94172363
19.475,15.05019315,295,311,552,0.14,7.2,20.327,21.94172363
19.83333333,15.17811076,81,299,355,0.14,7.7,20.327,21.94172363
19.35833333,15.08425688,79,210,252,0.14,7.2,20.327,21.94172363
18.25833333,14.65734382,24,78,86,0.14,6.7,20.327,21.94172363
17.15833333,14.20191676,4,20,21,0.14,6.2,20.327,21.94172363
16.46666667,13.8701017,0,3,3,0.14,5.7,20.327,21.94172363
16.125,13.66454891,0,0,0,0.14,5.1,20.327,21.94172363
15.94166667,13.60357575,0,0,0,0.14,4.8,20.327,21.94172363
15.78333333,13.50133095,0,0,0,0.14,4.5,20.327,21.94172363
15.64166667,13.36931075,0,0,0,0.14,4.2,20.327,21.94172363
15.48333333,13.59333468,0,0,0,0.14,4,20.062,21.94295094
15.34166667,13.90389413,0,0,0,0.14,3.7,20.062,21.94295094
15.18333333,13.88096024,0,0,0,0.14,3.4,20.062,21.94295094
15.04166667,13.56552832,0,0,0,0.14,3.1,20.062,21.94295094
15,13.39724807,0,0,0,0.14,6.2,20.062,21.94295094
15.35,13.54728039,8,19,20,0.14,4.6,20.062,21.94295094
15.89166667,13.7390663,18,49,54,0.14,6.2,20.062,21.94295094
16.45,13.93122133,50,120,141,0.14,6.7,20.062,21.94295094
17.34166667,14.27644238,91,287,342,0.14,4.1,20.062,21.94295094
18.44166667,14.67264456,454,264,606,0.14,5.7,20.062,21.94295094
19.54166667,15.08980927,439,265,644,0.14,7.7,20.062,21.94295094
20,15.42723062,496,300,761,0.14,9.3,20.062,21.94295094
20,15.53668068,620,279,863,0.14,9.8,20.062,21.94295094
19.65,15.60353005,574,278,797,0.14,10.3,20.062,21.94295094
19.4,15.64520077,471,287,672,0.14,12.4,20.062,21.94295094
19.10833333,15.52780058,485,182,516,0.14,12.4,20.062,21.94295094
18.9,15.29856379,517,131,403,0.14,9.8,20.062,21.94295094
18.25833333,14.96982605,450,92,246,0.14,9.8,20.062,21.94295094
17.15833333,14.54598227,162,48,72,0.14,10.8,20.062,21.94295094
16.35,14.22135996,1,5,6,0.14,9.3,20.062,21.94295094
15.80833333,14.0340752,0,0,0,0.14,8.2,20.062,21.94295094
15.25,13.81630611,0,0,0,0.14,5.7,20.062,21.94295094
14.65,13.54405321,0,0,0,0.14,5.7,20.062,21.94295094
14.4,13.42693933,0,0,0,0.14,0,20.062,21.94295094
14.10833333,13.14362845,0,0,0,0.14,1.5,20.062,21.94359497
13.55,12.60156344,0,0,0,0.14,0,20.062,21.94359497
13.3,12.35892029,0,0,0,0.14,0,20.062,21.94359497
13.00833333,12.24072076,0,0,0,0.14,0,20.062,21.94359497
13.73333333,12.72810443,0,0,0,0.14,0,20.062,21.94359497
14.10833333,12.84756851,11,23,24,0.14,0,20.062,21.94359497
15.53333333,13.84787116,237,77,133,0.14,0,20.062,21.94359497
17.98333333,15.55966616,460,130,327,0.14,2.1,20.062,21.94359497
20.18333333,16.61542952,592,174,532,0.14,0,20.062,21.94359497
21.74166667,17.15301075,671,206,712,0.14,2.1,20.062,21.94359497
24.18333333,17.22482407,720,227,848,0.14,2.1,20.062,21.94359497
26.24166667,17.41115065,744,238,928,0.14,2.6,20.062,21.94359497
28.275,18.22995757,751,240,946,0.14,5.2,20.062,21.94359497
28.46666667,18.11985671,736,234,900,0.14,9.3,20.062,21.94359497
28.09166667,17.65725052,705,218,794,0.14,9.3,20.062,21.94359497
26.725,17.26701914,647,192,637,0.14,11.3,20.062,21.94359497
24.25833333,16.53316191,545,155,441,0.14,10.3,20.062,21.94359497
22.65833333,15.82527247,374,106,233,0.14,9.3,20.062,21.94359497
19.925,15.10363226,103,51,65,0.14,7.7,20.062,21.94359497
17.36666667,14.29241116,0,4,4,0.14,7.2,20.062,21.94359497
16.35,13.89005347,0,0,0,0.14,3.6,20.062,21.94359497
16.1,13.79554668,0,0,0,0.14,2.6,20.062,21.94359497
15.80833333,13.52321242,0,0,0,0.14,0,20.062,21.94359497
15.25,12.81626328,0,0,0,0.14,0,20.062,21.94359497
15,12.82165729,0,0,0,0.14,0,20.062,21.94365553
14.65,13.11175134,0,0,0,0.14,3.1,20.062,21.94365553
14.4,13.12642151,0,0,0,0.14,2.6,20.062,21.94365553
14.10833333,12.84604966,0,0,0,0.14,2.6,20.062,21.94365553
14.19166667,12.75094402,0,0,0,0.14,0,20.062,21.94365553
15.1,13.12349137,112,19,30,0.14,0,20.062,21.94365553
17.525,14.78301718,519,46,167,0.14,0,20.062,21.94365553
20.825,16.71671364,717,69,374,0.14,0,20.062,21.94365553
22.55,17.62582629,815,89,580,0.14,2.1,20.062,21.94365553
23.09166667,18.43419821,869,104,757,0.14,3.1,20.062,21.94365553
24.64166667,18.80081019,902,113,891,0.14,5.2,20.062,21.94365553
25.89166667,18.45349899,917,118,967,0.14,7.2,20.062,21.94365553
26.45,18.34762943,921,119,985,0.14,7.2,20.062,21.94365553
26.35,18.32442691,911,117,938,0.14,10.3,20.062,21.94365553
26.74166667,18.16174473,891,109,835,0.14,8.8,20.062,21.94365553
26.26666667,17.9600033,851,97,681,0.14,8.8,20.062,21.94365553
22.975,16.96257132,781,80,488,0.14,9.8,20.062,21.94365553
19.46666667,15.68394997,645,58,276,0.14,8.2,20.062,21.94365553
17.36666667,14.93168024,352,34,84,0.14,8.2,20.062,21.94365553
16.05833333,14.45333737,15,5,7,0.14,6.7,20.062,21.94365553
14.9,13.95870986,0,0,0,0.14,6.7,20.062,21.94365553
14.4,13.72145242,0,0,0,0.14,4.1,20.062,21.94365553
14.10833333,13.43582883,0,0,0,0.14,4.1,20.062,21.94365553
13.9,13.0618798,0,0,0,0.14,4.1,20.062,21.94365553
13.9,13.11030869,0,0,0,0.14,3.1,20.062,21.9431326
13.9,13.23146499,0,0,0,0.14,3.1,20.062,21.9431326
13.55,12.88859113,0,0,0,0.14,2.1,20.062,21.9431326
13.3,12.64367831,0,0,0,0.14,2.1,20.062,21.9431326
13.3,12.64383042,0,0,0,0.14,0,20.062,21.9431326
13.00833333,12.358215,112,18,29,0.14,0,20.062,21.9431326
13.73333333,12.89851205,277,62,125,0.14,0,20.062,21.9431326
15.74166667,14.17427733,505,110,324,0.14,0,20.062,21.9431326
17.63333333,15.23149014,815,82,571,0.14,3.1,20.062,21.9431326
18.94166667,15.99386811,874,95,751,0.14,3.1,20.062,21.9431326
19.75,16.216589,903,104,881,0.14,4.1,20.062,21.9431326
20.64166667,16.75383724,911,109,951,0.14,3.1,20.062,21.9431326
22.38333333,17.15555252,917,110,970,0.14,7.2,20.062,21.9431326
22.36666667,16.56516691,908,107,925,0.14,9.8,20.062,21.9431326
21.35,16.0445451,895,101,829,0.14,7.7,20.062,21.9431326
21.1,15.45710059,855,90,674,0.14,9.3,20.062,21.9431326
20.45833333,15.04940062,787,74,483,0.14,8.2,20.062,21.9431326
19.35833333,14.74861761,660,54,274,0.14,6.2,20.062,21.9431326
17.90833333,14.04803405,372,32,84,0.14,6.7,20.062,21.9431326
16.90833333,13.33934454,17,4,6,0.14,4.6,20.062,21.9431326
16.35,12.99180509,0,0,0,0.14,5.2,20.062,21.9431326
15.80833333,12.96813483,0,0,0,0.14,5.2,20.062,21.9431326
15.25,12.87060969,0,0,0,0.14,4.1,20.062,21.9431326
15,12.08535155,0,0,0,0.14,5.2,20.062,21.9431326
15,12.28246102,0,0,0,0.14,1.5,20.062,21.94202632
14.35833333,12.52996733,0,0,0,0.14,2.6,20.062,21.94202632
14.19166667,12.45037775,0,0,0,0.14,5.2,20.062,21.94202632
14.10833333,12.42191067,0,0,0,0.14,5.7,20.062,21.94202632
13.9,12.52324811,0,0,0,0.14,4.1,20.062,21.94202632
13.9,12.47407754,126,18,30,0.14,3.1,20.062,21.94202632
14.89166667,12.92914922,544,41,166,0.14,5.7,20.062,21.94202632
15.89166667,13.21999467,584,87,333,0.14,6.2,20.062,21.94202632
17.09166667,13.76718211,791,76,550,0.14,7.2,20.062,21.94202632
17.8,14.21050006,855,88,728,0.14,6.2,20.062,21.94202632
18.09166667,14.11609983,906,102,880,0.14,8.2,20.062,21.94202632
19.29166667,14.45724978,918,107,953,0.14,8.2,20.062,21.94202632
20.35,14.87599484,911,108,961,0.14,7.7,20.062,21.94202632
19.9,14.69515257,910,105,923,0.14,7.2,20.062,21.94202632
18.75833333,14.37908425,710,166,742,0.14,9.3,20.062,21.94202632
18.00833333,14.2441452,649,160,603,0.14,6.2,20.062,21.94202632
17.15833333,13.97209404,382,166,364,0.14,7.2,20.062,21.94202632
15.70833333,13.39159559,275,97,188,0.14,6.7,20.062,21.94202632
15,13.08643864,34,42,47,0.14,6.7,20.062,21.94202632
14.65,12.93584614,1,1,2,0.14,7.2,20.062,21.94202632
14.4,12.82619267,0,0,0,0.14,5.2,20.062,21.94202632
14.4,12.82619267,0,0,0,0.14,3.6,20.062,21.94202632
14.10833333,12.72286331,0,0,0,0.14,2.6,20.062,21.94202632
14.54166667,13.08672448,0,0,0,0.14,2.6,20.062,21.94202632
14.35833333,12.78616912,0,0,0,0.14,4.1,20.062,21.94033704
13.55,12.1877246,0,0,0,0.14,4.1,20.062,21.94033704
13.3,12.07003371,0,0,0,0.14,4.1,20.062,21.94033704
13.3,11.84343628,0,0,0,0.14,1.5,20.062,21.94033704
