Hourly Dry Bulb (deg C),Hourly Wet Bulb (deg C),Hourly Direct Normal Irradiance (W/m2),Hourly Diffuse Horizontal Irradiance (W/m2),Hourly Global Horizontal Irradiance (W/m2),Hourly Albedo,Hourly Wind Speed (m/s),Hourly Ground Temp (deg C),Hourly Mains Water Temp (deg C)
9.4,8.379797886,0,0,0,0.13,2.1,19.932,19.11090004
9.75,8.575179843,22,36,39,0.13,2.6,19.932,19.11090004
10.64166667,9.116985494,368,128,253,0.13,1.5,19.932,19.11090004
12.09166667,10.08923965,652,134,475,0.13,3.6,19.932,19.11090004
12.8,10.80024068,635,202,631,0.13,4.1,19.932,19.11090004
13.44166667,11.34921525,422,326,657,0.13,2.6,19.932,19.11090004
14.54166667,11.93973128,730,230,850,0.13,2.6,19.932,19.11090004
15.99166667,12.71335744,771,220,882,0.13,3.6,19.932,19.11090004
17.34166667,13.89211869,558,316,772,0.13,3.1,19.932,19.11090004
17.15833333,13.32548425,251,356,538,0.13,8.8,19.932,19.11090004
16.05833333,12.29946043,38,255,277,0.13,8.8,19.932,19.11090004
14.25833333,11.54035355,99,200,241,0.13,9.8,19.932,19.11090004
12.65833333,10.83246913,189,117,159,0.13,7.7,19.932,19.11090004
11.55833333,10.35013458,45,3,4,0.13,9.3,19.932,19.11090004
11.1,9.979728067,0,0,0,0.13,7.2,19.932,19.11090004
10.45833333,9.253306897,0,0,0,0.13,5.7,19.932,19.11090004
10.35,9.149714551,0,0,0,0.13,6.2,19.932,19.11090004
10.25,9.053873251,0,0,0,0.13,5.7,19.932,19.11090004
10,8.814266572,0,0,0,0.13,4.1,19.932,19.11090004
10,8.814266572,0,0,0,0.13,3.6,19.932,19.14151357
10,8.814266572,0,0,0,0.13,4.1,19.932,19.14151357
10,8.964937716,0,0,0,0.13,4.6,19.932,19.14151357
10,9.072258318,0,0,0,0.13,3.6,19.932,19.14151357
10,9.072258318,0,0,0,0.13,3.6,19.932,19.14151357
10,8.921939092,0,0,0,0.13,3.6,19.932,19.14151357
10.35,8.995738366,0,26,26,0.13,4.6,19.932,19.14151357
10.6,9.278730596,0,86,86,0.13,4.6,19.932,19.14151357
10.89166667,9.354466627,0,125,125,0.13,2.6,19.932,19.14151357
11.74166667,9.596407158,12,240,248,0.13,2.6,19.932,19.14151357
12.84166667,10.2556024,0,227,227,0.13,6.2,19.932,19.14151357
13.3,10.41355006,12,297,307,0.13,8.2,19.932,19.14151357
13.3,10.28523694,0,245,245,0.13,7.7,19.932,19.14151357
13.00833333,10.19828888,0,262,262,0.13,8.8,19.932,19.14151357
12.45,10.10000474,12,220,228,0.13,8.2,19.932,19.14151357
12.2,9.902189721,244,293,437,0.13,7.7,19.932,19.14151357
12.2,9.610807905,79,198,231,0.13,7.2,19.932,19.14151357
11.90833333,9.392394893,179,116,156,0.13,6.7,19.932,19.14151357
11.7,9.321646375,45,3,4,0.13,6.2,19.932,19.14151357
11.7,9.487664379,0,0,0,0.13,4.6,19.932,19.14151357
11.7,9.440891385,0,0,0,0.13,7.7,19.932,19.14151357
11.7,9.488652845,0,0,0,0.13,6.7,19.932,19.14151357
11.7,9.606812764,0,0,0,0.13,9.3,19.932,19.14151357
11.7,9.77072083,0,0,0,0.13,7.2,19.932,19.14151357
11.35,9.558826009,0,0,0,0.13,6.7,19.932,19.17237343
11.1,9.483603942,0,0,0,0.13,6.2,19.932,19.17237343
11.1,9.438078962,0,0,0,0.13,7.2,19.932,19.17237343
10.80833333,9.207642469,0,0,0,0.13,4.6,19.932,19.17237343
10.6,8.914607969,0,0,0,0.13,3.1,19.932,19.17237343
10.6,8.97459657,0,0,0,0.13,5.7,19.932,19.17237343
10.89166667,9.241930052,0,24,24,0.13,4.6,19.932,19.17237343
11.1,9.164358794,6,115,117,0.13,6.7,19.932,19.17237343
12.09166667,9.516600322,29,215,231,0.13,6.2,19.932,19.17237343
13.09166667,9.977883508,265,311,491,0.13,6.7,19.932,19.17237343
13.94166667,10.340935,606,279,760,0.13,6.2,19.932,19.17237343
15.1,10.8018013,790,192,868,0.13,7.7,19.932,19.17237343
15.6,10.85731536,861,155,901,0.13,6.2,19.932,19.17237343
15.6,10.75917411,867,148,861,0.13,9.3,19.932,19.17237343
15.6,10.7579615,815,151,746,0.13,9.8,19.932,19.17237343
15.6,10.89333599,770,133,589,0.13,10.8,19.932,19.17237343
14.60833333,10.7839943,595,135,385,0.13,7.7,19.932,19.17237343
13.55,10.42047843,380,113,199,0.13,9.8,19.932,19.17237343
12.65833333,9.820073857,100,3,6,0.13,9.3,19.932,19.17237343
11.90833333,9.558642101,0,0,0,0.13,4.6,19.932,19.17237343
11.35,9.280325595,0,0,0,0.13,3.1,19.932,19.17237343
10.80833333,8.88294956,0,0,0,0.13,5.7,19.932,19.17237343
10.6,8.658835526,0,0,0,0.13,7.7,19.932,19.17237343
10.6,8.583817825,0,0,0,0.13,8.2,19.932,19.17237343
10.25,8.414109625,0,0,0,0.13,7.7,19.932,19.20347049
10,8.443812584,0,0,0,0.13,7.7,19.932,19.20347049
10,8.399731597,0,0,0,0.13,6.7,19.932,19.20347049
9.65,8.112254555,0,0,0,0.13,5.7,19.932,19.20347049
9.4,8.132082761,0,0,0,0.13,5.2,19.932,19.20347049
9.75,8.573559787,0,0,0,0.13,6.2,19.932,19.20347049
10,8.813498776,215,47,80,0.13,6.2,19.932,19.20347049
10.64166667,9.115183795,348,126,248,0.13,5.2,19.932,19.20347049
12.09166667,9.804321138,676,146,507,0.13,5.7,19.932,19.20347049
13.73333333,10.5552217,824,115,681,0.13,6.7,19.932,19.20347049
14.75,11.28086183,695,240,795,0.13,8.2,19.932,19.20347049
15,11.40104431,299,381,638,0.13,8.8,19.932,19.20347049
15.64166667,11.82783851,96,413,496,0.13,9.3,19.932,19.20347049
15.80833333,11.9747041,285,396,632,0.13,8.8,19.932,19.20347049
15.6,11.79113778,313,342,571,0.13,8.8,19.932,19.20347049
14.9,11.55466481,644,198,581,0.13,10.3,19.932,19.20347049
13.75833333,11.09580246,462,171,366,0.13,8.8,19.932,19.20347049
13.00833333,10.56192548,318,137,210,0.13,4.6,19.932,19.20347049
12.15833333,10.24035301,88,5,7,0.13,6.7,19.932,19.20347049
11.35,9.991999377,0,0,0,0.13,6.7,19.932,19.20347049
11.1,9.866845912,0,0,0,0.13,6.7,19.932,19.20347049
11.1,9.866845912,0,0,0,0.13,5.2,19.932,19.20347049
10.80833333,9.742492009,0,0,0,0.13,4.1,19.932,19.20347049
10.6,9.652018481,0,0,0,0.13,3.1,19.932,19.20347049
10.6,9.652018481,0,0,0,0.13,4.1,19.932,19.23479554
10.6,9.651771389,0,0,0,0.13,5.2,19.932,19.23479554
10.25,9.513388511,0,0,0,0.13,3.6,19.932,19.23479554
9.65,9.069201354,0,0,0,0.13,3.6,19.932,19.23479554
9.75,9.167176422,0,0,0,0.13,2.6,19.932,19.23479554
10,9.412112736,0,0,0,0.13,0,19.932,19.23479554
10.64166667,9.836511063,208,46,79,0.13,2.1,19.932,19.23479554
11.74166667,10.43361901,348,134,258,0.13,3.1,19.932,19.23479554
12.84166667,11.07807721,81,233,277,0.13,2.6,19.932,19.23479554
13.65,11.71651451,165,335,449,0.13,1.5,19.932,19.23479554
15.18333333,12.8447993,24,322,341,0.13,2.6,19.932,19.23479554
16.1,12.95070276,42,407,443,0.13,7.2,19.932,19.23479554
15.80833333,12.31448825,229,426,625,0.13,7.2,19.932,19.23479554
17.175,13.11217496,249,394,600,0.13,6.2,19.932,19.23479554
18.65,13.72384548,545,277,678,0.13,5.2,19.932,19.23479554
20.18333333,13.76971165,113,295,363,0.13,7.2,19.932,19.23479554
20.45833333,13.20131388,132,207,263,0.13,4.6,19.932,19.23479554
17.08333333,12.33331054,249,119,177,0.13,7.2,19.932,19.23479554
14.00833333,11.27845854,72,5,7,0.13,7.2,19.932,19.23479554
14.29166667,11.80235413,0,0,0,0.13,2.1,19.932,19.23479554
14.65,11.19772884,0,0,0,0.13,5.7,19.932,19.23479554
14.10833333,11.09826497,0,0,0,0.13,6.2,19.932,19.23479554
13.25833333,11.22425475,0,0,0,0.13,4.1,19.932,19.23479554
12.45,10.75694692,0,0,0,0.13,4.6,19.932,19.23479554
12.84166667,10.32744162,0,0,0,0.13,4.6,19.932,19.2663393
12.65833333,10.42180004,0,0,0,0.13,5.7,19.932,19.2663393
11.90833333,10.6866771,0,0,0,0.13,2.6,19.932,19.2663393
11.99166667,10.83646588,0,0,0,0.13,2.1,19.932,19.2663393
12.84166667,11.02642113,0,0,0,0.13,4.6,19.932,19.2663393
13.3,10.97236921,0,0,0,0.13,2.6,19.932,19.2663393
13.94166667,11.29878451,75,54,66,0.13,0,19.932,19.2663393
15.1,12.41549548,382,156,295,0.13,2.1,19.932,19.2663393
16.88333333,13.1708023,12,150,156,0.13,1.5,19.932,19.2663393
17.45,13.77310123,112,334,412,0.13,2.6,19.932,19.2663393
17.84166667,14.23533166,220,386,563,0.13,0,19.932,19.2663393
20.28333333,13.67808541,587,331,839,0.13,5.7,19.932,19.2663393
21.35,11.55303811,120,416,521,0.13,7.2,19.932,19.2663393
20.10833333,12.12427129,18,329,344,0.13,2.6,19.932,19.2663393
19.4,12.58167613,0,228,228,0.13,2.6,19.932,19.2663393
19.4,12.17047511,6,221,225,0.13,5.7,19.932,19.2663393
18.75833333,13.30213505,20,186,195,0.13,6.2,19.932,19.2663393
17.65833333,13.97074122,58,117,130,0.13,7.2,19.932,19.2663393
16.55833333,13.65565885,17,5,6,0.13,5.7,19.932,19.2663393
15.80833333,13.51631538,0,0,0,0.13,3.6,19.932,19.2663393
14.9,13.48606132,0,0,0,0.13,3.6,19.932,19.2663393
14.10833333,12.7412852,0,0,0,0.13,1.5,19.932,19.2663393
13.9,12.59857751,0,0,0,0.13,3.6,19.932,19.2663393
13.9,12.73014593,0,0,0,0.13,2.1,19.932,19.2663393
14.19166667,12.92868379,0,0,0,0.13,4.6,19.932,19.29809243
14.4,12.95333335,0,0,0,0.13,3.6,19.932,19.29809243
14.75,13.10074377,0,0,0,0.13,2.6,19.932,19.29809243
14.65,13.19967395,0,0,0,0.13,5.2,19.932,19.29809243
14.4,13.128446,0,0,0,0.13,4.1,19.932,19.29809243
14.10833333,12.61620521,0,0,0,0.13,3.6,19.932,19.29809243
14.54166667,12.74020096,0,38,38,0.13,4.1,19.932,19.29809243
15.35,13.04444719,377,140,278,0.13,5.2,19.932,19.29809243
15.6,13.19768354,700,132,515,0.13,5.7,19.932,19.29809243
16.53333333,13.34242265,542,267,645,0.13,4.6,19.932,19.29809243
18.19166667,14.0509803,89,371,443,0.13,7.2,19.932,19.29809243
17.26666667,14.35180034,533,358,821,0.13,5.2,19.932,19.29809243
16.74166667,14.00812519,801,210,913,0.13,5.7,19.932,19.29809243
17.55,13.87596146,649,262,803,0.13,7.2,19.932,19.29809243
17.45,13.39867615,606,242,691,0.13,7.2,19.932,19.29809243
16.90833333,13.09614383,319,278,470,0.13,6.2,19.932,19.29809243
16.05833333,12.66494683,178,210,287,0.13,4.6,19.932,19.29809243
15.25,12.22322037,245,155,213,0.13,4.6,19.932,19.29809243
14.65,11.81336503,77,8,11,0.13,6.2,19.932,19.29809243
14.4,11.585604,0,0,0,0.13,5.2,19.932,19.29809243
14.10833333,11.62207142,0,0,0,0.13,5.2,19.932,19.29809243
13.9,11.64386669,0,0,0,0.13,4.6,19.932,19.29809243
13.55,11.31847311,0,0,0,0.13,4.1,19.932,19.29809243
13.00833333,10.81546113,0,0,0,0.13,2.6,19.932,19.29809243
12.8,10.62198407,0,0,0,0.13,1.5,19.932,19.33004552
13.09166667,10.77588176,0,0,0,0.13,2.1,19.932,19.33004552
13.00833333,10.73154376,0,0,0,0.13,4.1,19.932,19.33004552
12.8,10.62049246,0,0,0,0.13,3.1,19.932,19.33004552
12.45,10.63187597,0,0,0,0.13,3.6,19.932,19.33004552
11.90833333,10.52188396,0,0,0,0.13,3.6,19.932,19.33004552
11.99166667,10.71854299,417,39,111,0.13,3.6,19.932,19.33004552
12.55,11.08678053,650,78,319,0.13,2.1,19.932,19.33004552
13.09166667,11.02209494,712,118,511,0.13,1.5,19.932,19.33004552
13.94166667,11.47667868,660,210,673,0.13,3.1,19.932,19.33004552
14.4,11.89954091,321,377,637,0.13,3.6,19.932,19.33004552
14.10833333,11.75084871,605,312,839,0.13,4.1,19.932,19.33004552
14.89166667,12.25234095,729,235,876,0.13,1.5,19.932,19.33004552
15.25,12.35878281,843,175,880,0.13,4.6,19.932,19.33004552
15.64166667,12.38992197,827,150,764,0.13,6.2,19.932,19.33004552
16.1,12.56767161,768,135,600,0.13,7.7,19.932,19.33004552
15.45833333,12.31715031,637,128,404,0.13,6.7,19.932,19.33004552
14.00833333,11.70520739,414,111,210,0.13,6.7,19.932,19.33004552
13.00833333,11.28146453,135,6,11,0.13,4.6,19.932,19.33004552
12.8,11.03711904,0,0,0,0.13,5.7,19.932,19.33004552
12.8,10.91619257,0,0,0,0.13,4.1,19.932,19.33004552
12.8,10.74535394,0,0,0,0.13,2.6,19.932,19.33004552
12.45,10.46662794,0,0,0,0.13,2.6,19.932,19.33004552
12.2,10.35291319,0,0,0,0.13,2.1,19.932,19.33004552
12.2,10.35244373,0,0,0,0.13,2.1,19.932,19.36218912
12.2,10.51837637,0,0,0,0.13,2.6,19.932,19.36218912
12.2,10.63675927,0,0,0,0.13,1.5,19.932,19.36218912
12.2,10.63675927,0,0,0,0.13,1.5,19.932,19.36218912
12.2,10.80145011,0,0,0,0.13,3.6,19.932,19.36218912
12.2,10.58906945,0,0,0,0.13,2.1,19.932,19.36218912
12.2,10.51878851,0,43,43,0.13,5.2,19.932,19.36218912
12.55,10.80122532,11,134,138,0.13,3.6,19.932,19.36218912
13.09166667,10.54959386,162,254,345,0.13,2.6,19.932,19.36218912
13.94166667,10.2926712,253,337,516,0.13,5.2,19.932,19.36218912
15.1,10.69519421,149,397,518,0.13,5.2,19.932,19.36218912
16.24166667,11.24679958,144,430,556,0.13,3.6,19.932,19.36218912
16.35,11.34924386,36,342,374,0.13,6.7,19.932,19.36218912
15.45833333,11.27659351,291,412,657,0.13,6.2,19.932,19.36218912
14.65,11.32591154,73,347,402,0.13,5.7,19.932,19.36218912
14.4,10.86836795,94,297,354,0.13,3.6,19.932,19.36218912
15.1,10.98491498,0,126,126,0.13,6.2,19.932,19.36218912
14.9,11.04222307,8,108,110,0.13,5.2,19.932,19.36218912
14.10833333,10.69902457,3,6,7,0.13,5.2,19.932,19.36218912
13.55,10.59166912,0,0,0,0.13,6.7,19.932,19.36218912
13.3,10.40098903,0,0,0,0.13,3.6,19.932,19.36218912
13.3,10.45143631,0,0,0,0.13,2.1,19.932,19.36218912
13.65,10.71593889,0,0,0,0.13,5.2,19.932,19.36218912
13.9,10.6888597,0,0,0,0.13,4.6,19.932,19.36218912
13.9,10.41494278,0,0,0,0.13,6.7,19.932,19.3945137
13.9,10.28166916,0,0,0,0.13,6.2,19.932,19.3945137
13.9,10.28074337,0,0,0,0.13,5.7,19.932,19.3945137
13.55,10.27606199,0,0,0,0.13,6.7,19.932,19.3945137
13.00833333,10.30097958,0,0,0,0.13,5.7,19.932,19.3945137
12.8,10.20455901,0,0,0,0.13,7.2,19.932,19.3945137
13.09166667,10.08999568,5,52,53,0.13,5.2,19.932,19.3945137
13.65,10.37617487,0,80,80,0.13,5.7,19.932,19.3945137
14.54166667,10.85274935,0,107,107,0.13,7.7,19.932,19.3945137
15.35,11.33212786,247,346,522,0.13,7.2,19.932,19.3945137
16.24166667,11.97322747,6,200,205,0.13,9.3,19.932,19.3945137
16.35,12.10693969,0,148,148,0.13,9.8,19.932,19.3945137
16.1,11.98611389,0,147,147,0.13,11.3,19.932,19.3945137
15.80833333,12.58733091,0,153,153,0.13,5.2,19.932,19.3945137
14.9,12.9045252,0,154,154,0.13,4.6,19.932,19.3945137
14.10833333,12.71863167,0,108,108,0.13,3.1,19.932,19.3945137
13.9,12.6432456,0,125,125,0.13,2.6,19.932,19.3945137
13.55,12.47649127,96,126,149,0.13,2.6,19.932,19.3945137
13.65,12.29387973,34,8,10,0.13,2.6,19.932,19.3945137
13.55,12.31247729,0,0,0,0.13,3.6,19.932,19.3945137
13.3,12.186822,0,0,0,0.13,5.2,19.932,19.3945137
13.00833333,11.89715407,0,0,0,0.13,2.6,19.932,19.3945137
12.45,11.65398152,0,0,0,0.13,2.6,19.932,19.3945137
11.90833333,11.43695396,0,0,0,0.13,2.1,19.932,19.3945137
11.99166667,11.47365111,0,0,0,0.13,3.1,19.932,19.4270097
11.90833333,11.06615754,0,0,0,0.13,5.2,19.932,19.4270097
11.35,10.3726241,0,0,0,0.13,4.6,19.932,19.4270097
11.1,10.3388188,0,0,0,0.13,4.1,19.932,19.4270097
11.1,10.12300956,0,0,0,0.13,2.6,19.932,19.4270097
11.1,10.01894714,0,0,0,0.13,2.1,19.932,19.4270097
11.45,9.988415054,0,38,38,0.13,0,19.932,19.4270097
11.7,10.20511897,28,146,157,0.13,3.1,19.932,19.4270097
12.34166667,10.54983948,574,195,518,0.13,4.6,19.932,19.4270097
13.09166667,10.12001463,760,154,696,0.13,4.6,19.932,19.4270097
14.64166667,9.940292432,803,178,837,0.13,4.1,19.932,19.4270097
15.6,10.02398969,760,211,881,0.13,4.1,19.932,19.4270097
15.89166667,10.04815818,867,173,944,0.13,5.7,19.932,19.4270097
16.45,10.34451177,873,149,886,0.13,5.7,19.932,19.4270097
16.99166667,10.92986827,851,131,770,0.13,6.2,19.932,19.4270097
16.55833333,10.53749653,805,119,613,0.13,7.7,19.932,19.4270097
16.1,10.06287543,707,113,425,0.13,6.2,19.932,19.4270097
15.10833333,9.879297271,414,112,214,0.13,7.2,19.932,19.4270097
13.75833333,9.935044852,150,8,15,0.13,4.1,19.932,19.4270097
12.65833333,10.07170094,0,0,0,0.13,0,19.932,19.4270097
12.55,9.515091587,0,0,0,0.13,5.7,19.932,19.4270097
12.8,9.819946533,0,0,0,0.13,5.2,19.932,19.4270097
12.45,9.714928143,0,0,0,0.13,2.6,19.932,19.4270097
11.55833333,9.148563352,0,0,0,0.13,0,19.932,19.4270097
10.80833333,8.877303641,0,0,0,0.13,2.6,19.932,19.45966748
11.24166667,9.735987601,0,0,0,0.13,4.6,19.932,19.45966748
11.35,9.94453022,0,0,0,0.13,3.6,19.932,19.45966748
11.1,9.433303619,0,0,0,0.13,0,19.932,19.45966748
9.816666667,8.564275723,0,0,0,0.13,2.6,19.932,19.45966748
9.191666667,8.140491814,0,0,0,0.13,1.5,19.932,19.45966748
10.39166667,9.18668928,463,43,131,0.13,3.6,19.932,19.45966748
11.74166667,10.15510795,664,80,338,0.13,3.6,19.932,19.45966748
12.84166667,10.78508712,771,107,545,0.13,3.1,19.932,19.45966748
13.3,10.9729531,861,108,724,0.13,1.5,19.932,19.45966748
13.94166667,10.87206286,857,143,849,0.13,2.1,19.932,19.45966748
15.39166667,11.38999134,916,131,941,0.13,3.1,19.932,19.45966748
16.74166667,11.46885448,873,171,950,0.13,7.2,19.932,19.45966748
16.90833333,11.28443613,745,216,847,0.13,7.2,19.932,19.45966748
16.7,10.88421979,704,193,723,0.13,8.2,19.932,19.45966748
16.7,10.56954707,655,173,576,0.13,8.2,19.932,19.45966748
16.05833333,10.5507547,647,128,416,0.13,7.2,19.932,19.45966748
14.9,10.40070326,459,109,224,0.13,8.8,19.932,19.45966748
13.75833333,10.66184851,171,8,17,0.13,8.8,19.932,19.45966748
12.65833333,10.75226752,0,0,0,0.13,5.2,19.932,19.45966748
12.2,10.64185584,0,0,0,0.13,5.2,19.932,19.45966748
11.90833333,10.52718937,0,0,0,0.13,2.1,19.932,19.45966748
11.7,10.4437488,0,0,0,0.13,3.1,19.932,19.45966748
11.35,10.1085887,0,0,0,0.13,2.6,19.932,19.45966748
11.1,9.869022203,0,0,0,0.13,2.6,19.932,19.49247738
11.1,9.868702115,0,0,0,0.13,3.1,19.932,19.49247738
10.80833333,9.588967782,0,0,0,0.13,0,19.932,19.49247738
9.608333333,8.438827144,0,0,0,0.13,2.1,19.932,19.49247738
8.55,7.424269051,0,0,0,0.13,2.1,19.932,19.49247738
8.941666667,7.50560986,36,0,0,0.13,1.5,19.932,19.49247738
11.03333333,9.262638517,225,63,107,0.13,0,19.932,19.49247738
12.84166667,10.67450491,458,128,307,0.13,2.1,19.932,19.49247738
13.65,10.85757158,563,168,489,0.13,3.1,19.932,19.49247738
14.89166667,10.94308892,784,160,724,0.13,3.6,19.932,19.49247738
16.24166667,11.26488058,773,192,832,0.13,3.6,19.932,19.49247738
16.99166667,11.4747222,874,160,935,0.13,5.2,19.932,19.49247738
17.2,11.19275857,879,152,938,0.13,5.7,19.932,19.49247738
17.2,11.42541746,873,150,892,0.13,7.2,19.932,19.49247738
17.2,11.73980074,832,147,776,0.13,5.7,19.932,19.49247738
16.90833333,11.49507576,736,157,611,0.13,7.7,19.932,19.49247738
15.70833333,11.0412118,595,141,406,0.13,8.8,19.932,19.49247738
14.35833333,10.70646216,440,110,221,0.13,7.7,19.932,19.49247738
13.55,10.60186703,170,9,18,0.13,7.7,19.932,19.49247738
13.00833333,10.61425613,0,0,0,0.13,6.7,19.932,19.49247738
12.8,10.79938422,0,0,0,0.13,6.2,19.932,19.49247738
12.45,10.92467398,0,0,0,0.13,4.6,19.932,19.49247738
12.2,10.75879425,0,0,0,0.13,3.6,19.932,19.49247738
12.2,10.64146797,0,0,0,0.13,3.6,19.932,19.49247738
11.90833333,10.52693324,0,0,0,0.13,1.5,19.932,19.52542969
11.35,9.789452705,0,0,0,0.13,2.6,19.932,19.52542969
11.45,9.975657665,0,0,0,0.13,4.1,19.932,19.52542969
11.7,10.44288954,0,0,0,0.13,2.1,19.932,19.52542969
11.35,10.26511901,0,0,0,0.13,3.1,19.932,19.52542969
11.45,10.31622627,50,0,1,0.13,2.1,19.932,19.52542969
12.34166667,10.72565429,463,46,138,0.13,3.6,19.932,19.52542969
13.44166667,11.05269786,666,81,345,0.13,1.5,19.932,19.52542969
14.19166667,11.40166268,691,134,531,0.13,3.1,19.932,19.52542969
15.1,11.91002133,826,134,730,0.13,2.6,19.932,19.52542969
15.89166667,12.19236906,892,132,872,0.13,2.1,19.932,19.52542969
17.73333333,12.944357,916,132,947,0.13,4.1,19.932,19.52542969
18.9,12.94412743,915,135,956,0.13,8.2,19.932,19.52542969
18.55,12.32278047,873,148,892,0.13,9.3,19.932,19.52542969
18.00833333,11.8811889,826,150,775,0.13,9.3,19.932,19.52542969
17.45,12.01876023,804,119,618,0.13,9.8,19.932,19.52542969
16.90833333,12.26326464,581,169,430,0.13,8.8,19.932,19.52542969
16.05833333,11.9985153,109,126,154,0.13,9.3,19.932,19.52542969
14.60833333,11.72319246,43,11,14,0.13,8.8,19.932,19.52542969
13.55,11.32035348,0,0,0,0.13,8.8,19.932,19.52542969
13.00833333,11.16021674,0,0,0,0.13,7.2,19.932,19.52542969
12.45,11.0407354,0,0,0,0.13,6.7,19.932,19.52542969
12.2,10.92012558,0,0,0,0.13,7.7,19.932,19.52542969
12.2,10.92003425,0,0,0,0.13,7.2,19.932,19.52542969
11.90833333,10.80135706,0,0,0,0.13,5.7,19.932,19.55851463
11.7,10.71484365,0,0,0,0.13,3.6,19.932,19.55851463
11.7,10.71442079,0,0,0,0.13,4.6,19.932,19.55851463
11.99166667,10.8344845,0,0,0,0.13,7.2,19.932,19.55851463
11.90833333,10.80040633,0,0,0,0.13,6.7,19.932,19.55851463
11.7,10.71424502,0,1,1,0.13,8.2,19.932,19.55851463
11.99166667,10.83478212,0,53,53,0.13,8.8,19.932,19.55851463
12.2,10.91925896,0,109,109,0.13,7.7,19.932,19.55851463
12.84166667,11.19564523,17,220,230,0.13,5.7,19.932,19.55851463
13.94166667,11.68973454,18,282,294,0.13,8.8,19.932,19.55851463
14.4,11.717116,83,387,456,0.13,9.8,19.932,19.55851463
15.1,11.90421642,72,427,491,0.13,12.9,19.932,19.55851463
14.9,11.81516495,72,432,497,0.13,10.3,19.932,19.55851463
14.4,11.4633642,85,399,471,0.13,8.8,19.932,19.55851463
13.75833333,11.21292212,6,229,234,0.13,10.3,19.932,19.55851463
13.3,10.97038309,0,187,187,0.13,9.8,19.932,19.55851463
13.00833333,10.73406236,0,132,132,0.13,10.8,19.932,19.55851463
12.45,10.29879786,23,121,127,0.13,8.2,19.932,19.55851463
12.2,10.06714327,9,11,12,0.13,10.3,19.932,19.55851463
11.90833333,9.962131087,0,0,0,0.13,12.4,19.932,19.55851463
11.7,9.885074456,0,0,0,0.13,13.4,19.932,19.55851463
11.7,9.885539588,0,0,0,0.13,6.7,19.932,19.55851463
11.7,9.721146548,0,0,0,0.13,4.6,19.932,19.55851463
11.7,9.768278496,0,0,0,0.13,4.6,19.932,19.55851463
11.99166667,10.15972353,0,0,0,0.13,5.2,19.932,19.59172242
12.2,10.6861127,0,0,0,0.13,4.6,19.932,19.59172242
12.2,11.29916896,0,0,0,0.13,4.1,19.932,19.59172242
12.55,11.91027154,0,0,0,0.13,8.2,19.932,19.59172242
12.8,12.15518315,0,0,0,0.13,3.6,19.932,19.59172242
12.8,12.31772426,32,1,1,0.13,2.6,19.932,19.59172242
12.8,12.43343168,0,40,40,0.13,2.6,19.932,19.59172242
13.44166667,12.67862004,0,96,96,0.13,3.1,19.932,19.59172242
14.19166667,13.18503487,0,128,128,0.13,5.2,19.932,19.59172242
13.46666667,12.68844762,206,324,475,0.13,8.2,19.932,19.59172242
14.43333333,12.87194872,530,316,759,0.13,8.2,19.932,19.59172242
15.25,12.44836639,695,261,882,0.13,8.8,19.932,19.59172242
15.64166667,12.06517686,831,189,938,0.13,8.8,19.932,19.59172242
16.1,12.10199799,873,150,898,0.13,10.3,19.932,19.59172242
15.80833333,11.27930825,857,129,781,0.13,12.9,19.932,19.59172242
15.25,10.7980059,748,157,624,0.13,9.3,19.932,19.59172242
14.35833333,10.39185822,541,158,403,0.13,7.7,19.932,19.59172242
13.25833333,9.643934484,441,110,225,0.13,7.7,19.932,19.59172242
12.15833333,9.1631412,184,11,22,0.13,6.7,19.932,19.59172242
11.7,9.035937351,0,0,0,0.13,6.2,19.932,19.59172242
11.35,8.883485709,0,0,0,0.13,6.2,19.932,19.59172242
11.1,8.608397372,0,0,0,0.13,9.3,19.932,19.59172242
11.1,8.491536505,0,0,0,0.13,14.4,19.932,19.59172242
11.1,8.492038371,0,0,0,0.13,13.9,19.932,19.59172242
10.80833333,8.388569499,0,0,0,0.13,12.9,19.932,19.62504322
10.6,8.472195512,0,0,0,0.13,10.8,19.932,19.62504322
10.6,8.585666376,0,0,0,0.13,9.3,19.932,19.62504322
10.6,8.426728597,0,0,0,0.13,8.2,19.932,19.62504322
10.25,8.303683105,0,0,0,0.13,8.2,19.932,19.62504322
10.35,8.464665913,79,2,3,0.13,6.7,19.932,19.62504322
11.24166667,8.688422229,480,48,150,0.13,10.8,19.932,19.62504322
12.34166667,9.091229316,573,106,339,0.13,11.3,19.932,19.62504322
13.44166667,9.462926243,715,126,543,0.13,10.8,19.932,19.62504322
14.19166667,9.536703769,702,180,693,0.13,9.3,19.932,19.62504322
14.75,9.819371608,726,213,822,0.13,9.3,19.932,19.62504322
15.99166667,10.64641348,665,268,864,0.13,9.3,19.932,19.62504322
16.35,10.79261471,656,283,877,0.13,10.3,19.932,19.62504322
16.1,10.65758896,751,227,872,0.13,11.8,19.932,19.62504322
16.1,10.91743969,661,216,721,0.13,10.8,19.932,19.62504322
15.80833333,10.75110167,660,174,588,0.13,11.8,19.932,19.62504322
14.9,10.40375464,495,168,394,0.13,11.8,19.932,19.62504322
13.46666667,10.04188425,362,152,247,0.13,11.8,19.932,19.62504322
12.45,9.635582583,155,16,26,0.13,10.8,19.932,19.62504322
